title,pageid,context,rating
Ahmad Almutairi,51221907,"Ahmad Almutairi (born 13 May 1994) is a Kuwaiti para-sport athlete who competes as a T33 classification track and field athlete and as a wheelchair basketball player, both at national level. Despite the fact that Almutairi held the Paralympic world record for his classification in the 100m, 200m, 400m and 800m events, major world titles alluded him due to the fact that his classification was under-represented and he was forced to compete against less severely disabled athletes in the T44 class. He eventually won a gold medal at the 2016 Summer Paralympics.",3
Juan Pablo Barcia,41450744,"Juan Pablo Barcia Vegadeo (born September 1976) is a Spanish disability rower, powerlifter and wheelchair basketball player. He has won Spanish national championships in powerlifting. He has also represented Spain at the 2012 Summer Paralympics in rowing.",49
Manuel Berzal Burgos,41024067,"Manuel Berzal Burgos (born February 16, 1962 in Madrid) is a wheelchair basketball athlete from Spain. He has a physical disability: he is 4.5 point wheelchair basketball player. He played wheelchair basketball at the 1996 Summer Paralympics. His team was third. They beat the United States 60-66 to finish third.
",83
Antonio Henares,41024062,"Antonio Henares Sierra (born November 21, 1956 in Málaga) is a wheelchair basketball athlete from Spain. He has a physical disability: he is 4 point wheelchair basketball player. He played wheelchair basketball at the 1996 Summer Paralympics. His team was fourth after being defeated by the United States 66-60 in the bronze medal game.",68
Eustaquio Mira Ramos,41024063,"Eustaquio Mira Ramos (born January 2, 1962 in Sevilla) is a wheelchair basketball athlete from Spain. He has a physical disability: he is a 3-point wheelchair basketball player. He played wheelchair basketball at the 1996 Summer Paralympics. His team was third. They beat the United States 66-60 to finish third.",26
David Mouriz,41156504,"David Mouriz Dopico (born December 31, 1982 in Ferrol, Spain) is a professional wheelchair basketball player from Spain. A 2.5 point player, he was a member of the Spanish men's team that finished fifth at the 2012 Summer Paralympics, and third at the 2013 European Championships. He has played professionally in Spain's top division for Aldasa Amfiv de Vigo, FCBarcelona and Bilbao BSR.",24
Diego de Paz,41024068,"Diego de Paz Pazo (born September 25, 1971 in Sevilla) is a wheelchair basketball athlete from Spain.",95
Alejandro Zarzuela,41156497,"Alejandro Zarzuela Beltrán (born April 2, 1987) is a 3 point wheelchair basketball player from Spain. He has represented Spain as a member of the national team at the 2012 Summer Paralympics and at the U-23 European Championships. As a club wheelchair basketball player in Spain, he has played all but two seasons on the same team with his twin brother, Pablo. He has won several Copas del Rey, league championships and a European Champions League.",40
Manuel Berzal Burgos,41024067,"Manuel Berzal Burgos (born February 16, 1962 in Madrid) is a wheelchair basketball athlete from Spain. He has a physical disability: he is 4.5 point wheelchair basketball player. He played wheelchair basketball at the 1996 Summer Paralympics. His team was third. They beat the United States 60-66 to finish third.
",55
Antonio Henares,41024062,"Antonio Henares Sierra (born November 21, 1956 in Málaga) is a wheelchair basketball athlete from Spain. He has a physical disability: he is 4 point wheelchair basketball player. He played wheelchair basketball at the 1996 Summer Paralympics. His team was fourth after being defeated by the United States 66-60 in the bronze medal game.",89
Jaume Llambi,41156505,"Jaume Llambi Riera (born February 25, 1974) is a wheelchair basketball player and table tennis player from Spain. A paraplegic as a result of a car accident when he was 8 years old, he went on to represent Spain at the 1992 Summer Paralympics in table tennis. He then switched sports to wheelchair basketball, making his national team debut in 1998. In 2012, he represented Spain in wheelchair basketball at the Paralympic Games in London where his team finished fifth.



",81
Eustaquio Mira Ramos,41024063,"Eustaquio Mira Ramos (born January 2, 1962 in Sevilla) is a wheelchair basketball athlete from Spain. He has a physical disability: he is a 3-point wheelchair basketball player. He played wheelchair basketball at the 1996 Summer Paralympics. His team was third. They beat the United States 66-60 to finish third.",90
David Mouriz,41156504,"David Mouriz Dopico (born December 31, 1982 in Ferrol, Spain) is a professional wheelchair basketball player from Spain. A 2.5 point player, he was a member of the Spanish men's team that finished fifth at the 2012 Summer Paralympics, and third at the 2013 European Championships. He has played professionally in Spain's top division for Aldasa Amfiv de Vigo, FCBarcelona and Bilbao BSR.",86
Diego de Paz,41024068,"Diego de Paz Pazo (born September 25, 1971 in Sevilla) is a wheelchair basketball athlete from Spain.",79
Alejandro Zarzuela,41156497,"Alejandro Zarzuela Beltrán (born April 2, 1987) is a 3 point wheelchair basketball player from Spain. He has represented Spain as a member of the national team at the 2012 Summer Paralympics and at the U-23 European Championships. As a club wheelchair basketball player in Spain, he has played all but two seasons on the same team with his twin brother, Pablo. He has won several Copas del Rey, league championships and a European Champions League.",88
Christian Gobe,51835777,"Christian Gobe (born May 13, 1977 in Cameroon) is a Paralympian from Cameroon who represented his country at the 2016 Summer Paralympics, finishing eight in the Shot Put - F55 event.
Gobe contracted polio as a child, and took up sport as part of his rehabilitation efforts. He later moved to Switzerland to attend University of Geneva. While there, he became a Swiss national, got married and had three children.
As a para-athlete, Gobe specializes in T54 100m and 200m events, while also competing in T54 400m, F55 shot put, javelin and discus. Gobe first took up the sport in 1998, and continued with it after moving to Switzerland. Initially representing Cameroon, he became a Swiss national and tried to make the team for the 2008 Games. He switched back to Cameroonian nationality to try to make the a team for 2012 Summer Paralympic but passport issues kept him out despite being named to the team. He successfully made and was Cameroon's sole representative at the 2016 Summer Paralympics. Gobe holds the continental record for the F55 shot put, having broken his own record several times in 2015 and 2016.
Outside of athletics, Gobe is also involved in wheelchair basketball. He played for the Switzerland men's national wheelchair basketball team, and for several clubs in Switzerland. As a member of the Swiss team, he won a bronze medal at the 2006 IWBF Men's B European Championships. He also is involved in the sport as a wheelchair basketball coach.",5
Mine Ercan,55465351,"Mine Ercan (born November 26, 1987) is a Turkish female wheelchair basketball player in Guard position. The 4-point player is the captain of the Turkey women's national wheelchair basketball team.",16
Kaan Dalay,51584235,"Kaan Dalay (born July 26, 1981) is a Turkish wheelchair basketball player and Paralympian. He competes in the Turkish Wheelchair Basketball Super League for Beşiktaş RMK wheelchair basketball team, and is part of Turkey men's national wheelchair basketball team.
He played at the 2012 Summer Paralympics in London, United Kingdom and 2016 Summer Paralympics in Rio de Janeiro, Brazil.",41
Cem Gezinci,36898560,"Cem Gezinci (born 1 September 1985 in Istanbul, Turkey) is a Turkish wheelchair basketball player and Paralympian. He is a 4.5 point player competing for Beşiktaş, and is part of Turkey men's national wheelchair basketball team.
Cem plays in the national team, which qualified to the 2016 Summer Paralympics in Rio de Janeiro, Brazil.",90
Kaan Dalay,51584235,"Kaan Dalay (born July 26, 1981) is a Turkish wheelchair basketball player and Paralympian. He competes in the Turkish Wheelchair Basketball Super League for Beşiktaş RMK wheelchair basketball team, and is part of Turkey men's national wheelchair basketball team.
He played at the 2012 Summer Paralympics in London, United Kingdom and 2016 Summer Paralympics in Rio de Janeiro, Brazil.",67
Cem Gezinci,36898560,"Cem Gezinci (born 1 September 1985 in Istanbul, Turkey) is a Turkish wheelchair basketball player and Paralympian. He is a 4.5 point player competing for Beşiktaş, and is part of Turkey men's national wheelchair basketball team.
Cem plays in the national team, which qualified to the 2016 Summer Paralympics in Rio de Janeiro, Brazil.",82
