title,pageid,context,rating
Tilt Train,2589718,"The Tilt Train is the name for two similar high-speed tilting train services, one electric and the other diesel, operated by Queensland Rail on the North Coast line from Brisbane to Rockhampton and Cairns.
",50
The Westlander,5040827,The Westlander is an Australian passenger train operated by Queensland Rail on the Main and Western lines between Brisbane and the outback town of Charleville.,87
Geelong Flyer,19571163,"The Geelong Flyer was an Australian named passenger train operated by the Victorian Railways from Melbourne through to Geelong. As the first officially named flagship service, the train took a place of pride on the schedules and operated with some of the best available locomotives and rolling stock.
The first run was on May 3rd, 1926, departing Flinders Street Station Platform No.1 at 9am, stopping only at Spencer Street Station before running express to Geelong, arriving at 10:10am. The train left Geelong on the return journey at 4pm, arriving at Flinders Street Station at 5:11pm. Engine A2906, fitted with Stephenson-link motion and superheating equipment, ran the train with an assortment of short (58 ft (18 m)) W cars providing passenger accommodation.",93
The Gippslander,20306742,"The Gippslander was an Australian named passenger train operated by the Victorian Railways from Melbourne through the Gippsland region to Bairnsdale. Operating along the Gippsland line daily except Sundays it had buffet car facilities provided.
The train was named in 1954 to celebrate the electrification of the main line as far Traralgon, but 66 years after the passenger service had commenced along the line. The train was originally hauled by an L class electric locomotive from Melbourne to Traralgon, where an R class steam locomotive took over for the journey to Sale, with the final leg to Bairnsdale hauled by a J class steam locomotive. Steam traction on the service was later replaced by T class diesel locomotives. Throughout the 1970s until the 1980s buffet car Moorabool was a regular on the train.
After the decommissioning of the overhead system in the 1980s a variety of diesel locomotives could be seen hauling the train. The Gippslander name continues in use today for V/Line intercity services along the line but no special facilities are provided.",50
The Overland,1673881,"The Overland is an Australian passenger train service between Melbourne and Adelaide. It first ran in 1887 as the Adelaide Express, but has been called the Melbourne Express by South Australians. It was given its current name in 1926. Now operated by private company Great Southern Rail, the train completes two return trips a week covering 828 kilometres between the state capitals. Originally an overnight train, it now operates during the day.



",85
The Vinelander,19100873,"The Vinelander was an Australian passenger train operated by the Victorian Railways and later V/Line between Melbourne and Mildura from August 1972 until September 1993. Operating overnight along the Mildura line, it included motorail and sleeping car facilities.
",66
The West Coaster,20508058,"The West Coaster was a passenger train named by the Victorian Railways. It ran from the state capital Melbourne, Australia to the regional city of Warrnambool. On the Warrnambool line it had buffet facilities on board.
Between 1993 and 2004 the private company West Coast Railway used the name on its services to and from Warrnambool. After the decline of WCR the name is hardly used.",13
Albany Progress,3459731,The Albany Progress was an overnight passenger train operated by the Western Australian Government Railways between Perth and Albany via the Eastern and Great Southern lines from May 1961 until December 1978.,66
AvonLink,2488898,"The AvonLink is a 1,435 mm (4 ft 8 1⁄2 in) standard gauge passenger train operated by Transwa between Perth and the Avon Valley.",6
Bunbury Belle,47082178,The Bunbury Belle was a passenger train operated by the Western Australian Government Railways between Perth and Bunbury via the South Western line from June 1964 until July 1975.,86
The Midlander (Western Australian Government Railways),47082182,The Midlander was an overnight passenger train operated by the Western Australian Government Railways between Perth and Geraldton via the Midland line from September 1964 until July 1975.,65
The Mullewa,7883103,The Mullewa was an overnight passenger train operated by the Western Australian Government Railways between Perth and Mullewa in the Mid West Region via the Eastern and Northern lines.,47
The Shopper,47082179,The Shopper was a passenger train operated by the Western Australian Government Railways between Perth and Bunbury via the South Western line from June 1964 until July 1975.,29
Spirit of the West (train),2511672,"The Spirit of the West was a restaurant train that operated out of Perth, Western Australia. It was the brainchild of South Spur Rail Services (SSRS) and began using four restored coaches hired from the Australian Railway Historical Society (ARHS) and a power car purchased from the ARHS and restored to running condition and modified by SSRS.
The train operated under the old Midland Railway Company name, an offshoot of South Spur Rail Services.
The train ran regular Sunday lunch and Saturday dinner trips from East Perth into the Avon Valley, running to West Toodyay and return.
Evening services to Leighton and return via Fremantle were halted due to vandalism on the Forrestfield to Cockburn section of the railway line.
The service received two Gold Plate awards for ""Best Tourist Restaurant"".",51
The Kalgoorlie,47082188,The Kalgoorlie was a train service operated by the Western Australian Government Railways between November 1962 and November 1971.,43
Transwa Australind,2488954,"The Australind is a passenger rail service operated by Transwa between Perth and Bunbury on the South Western Railway. The train was named to commemorate the city of that name envisioned by Marshall Waller Clifton on Leschenault Inlet 100 years previously. The current hamlet of Australind, a satellite town of Bunbury, has never had a passenger rail service, nor even a railway line.
The Australind is a narrow gauge service departing from Perth station. It is the only remaining narrow gauge regional passenger service in Western Australia, all other services operate on standard gauge lines from East Perth. The train traverses the metropolitan Armadale line to Armadale, then uses the South Western Railway to Bunbury.



",25
Transwa Prospector,2488926,"The Prospector is a standard-gauge passenger train operated by Transwa between East Perth and Kalgoorlie in Western Australia. The service departs from East Perth Terminal, not from Perth station, as it operates on 1,435 mm (4 ft 8 1⁄2 in) standard gauge tracks, which are laid in a dual gauge format from East Perth to Northam, where the tracks become just standard gauge.



",63
